Time, Rotation Rate (X), Rotation Rate (Y), Rotation Rate (Z)
1643940062.60694,0.0906894207000732,-0.200358390808105,0.0317235738039017
1643940062.64026,-0.0433647856116295,-0.11980789154768,0.054741807281971
1643940062.67361,-0.121085941791534,-0.128436535596848,0.0163776408880949
1643940062.70692,-0.0724750012159348,-0.171120882034302,0.045518483966589
1643940062.74025,-0.0791475474834442,-0.152787148952484,0.0575341321527958
1643940062.77363,-0.100274406373501,-0.100079730153084,0.0242715179920197
1643940062.80692,-0.0163725819438696,-0.142521724104881,0.00363414967432618
1643940062.84026,0.0437725149095058,-0.0979417413473129,-0.0326551496982574
1643940062.87358,0.0410856492817402,-0.0705865547060966,0.0146543104201555
1643940062.90692,-0.075055867433548,-0.012432967312634,0.0159094575792551
1643940062.94027,-0.0324013493955135,-0.04904530569911,-0.0179992411285639
1643940062.9736,0.102650210261345,-0.0187816768884659,0.00576814077794552
1643940063.00669,0.0320239774882793,0.00113290874287486,-0.0337558314204216
1643940063.04028,0.0138052944093943,0.0212158057838678,-0.033940389752388
1643940063.07359,0.0989297777414322,0.0246105380356312,0.0150034502148628
1643940063.10699,-0.0517454855144024,0.0358030050992966,0.031210383400321
1643940063.14027,-0.125601068139076,0.0348389409482479,-0.00309272902086377
1643940063.1736,-0.065117746591568,0.0873700603842735,-0.0496698170900345
1643940063.20693,0.0129656000062823,0.131793186068535,-0.0484780520200729
1643940063.24032,0.0143637591972947,0.0858299508690834,-0.0207742545753717
1643940063.27359,-0.0274566579610109,0.0813276097178459,-0.0171265229582787
1643940063.30692,0.0371633470058441,0.133407324552536,-0.0062123560346663
1643940063.34025,0.0649323910474777,0.152967974543571,0.0153701677918434
1643940063.37359,-0.0329022891819477,0.135271534323692,-0.0246259849518538
1643940063.40697,-0.00195156445261091,0.153132557868958,-0.0101144192740321
1643940063.44026,0.0901980698108673,0.16014039516449,0.026094451546669
1643940063.4736,0.0476338304579258,0.144042655825615,0.00458383280783892
1643940063.50693,0.0200954135507345,0.181433975696564,-0.00110973918344826
1643940063.54023,0.0233308896422386,0.202449768781662,-0.0121607920154929
1643940063.57359,0.0771128907799721,0.147991329431534,-0.0179307963699102
1643940063.60692,-0.0416028387844563,0.210390254855156,-0.0567658096551895
1643940063.6403,-0.0660860762000084,0.274820119142532,-0.089709646999836
1643940063.67343,0.0592859610915184,0.233517408370972,-0.0536009110510349
1643940063.70692,0.103093095123768,0.189356610178947,-0.0520008839666843
1643940063.74025,-0.0379455164074898,0.251483350992203,-0.0704422071576118
1643940063.77359,-0.0730619579553604,0.245681405067444,-0.0282990150153637
1643940063.80692,-0.0164072029292583,0.133893623948097,0.0155568551272154
1643940063.84034,-0.0164072029292583,0.133893623948097,0.0155568551272154
1643940063.87359,-0.0990605354309082,0.182609498500824,-0.00825739745050669
1643940063.90691,-0.00267328112386167,0.0835151299834251,0.00669705122709274
1643940063.94026,-0.00267328112386167,0.0835151299834251,0.00669705122709274
1643940063.97359,0.0508253648877144,0.0721647441387177,0.00658706249669194
1643940064.00692,-0.0446907728910446,0.150539442896843,-0.0296367220580578
1643940064.04025,-0.0446907728910446,0.150539442896843,-0.0296367220580578
1643940064.07356,0.0504261553287506,0.151143983006477,-0.0329773910343647
1643940064.10692,0.0762897133827209,0.113535352051258,0.0111719602718949
1643940064.14025,-0.0109160309657454,0.107334181666374,0.0349177718162537
1643940064.1736,-0.0947155877947807,0.143588051199913,-0.0121911522001028
1643940064.20692,-0.0259511731564999,0.156020760536194,-0.0292321871966124
1643940064.24026,0.0748979449272156,0.113740414381027,0.00948218535631895
1643940064.27364,-0.00137019634712487,0.121245734393597,-0.0161315649747849
1643940064.30701,-0.0193262938410044,0.151656895875931,-0.0391657799482346
1643940064.34026,0.023578030988574,0.105803124606609,-0.0238203778862953
1643940064.37359,-0.00977193657308817,0.118881113827229,-0.0045649241656065
1643940064.40693,-0.0267197620123625,0.105115234851837,-0.0119799636304379
1643940064.44026,-0.00803449098020792,0.114603541791439,-0.020099675282836
1643940064.4736,-0.0391593873500824,0.115199558436871,-0.0349252261221409
1643940064.50695,-0.0370115488767624,0.141574174165726,-0.0179853923618793
1643940064.54031,-0.0338112264871597,0.128712698817253,-0.0172223970293999
1643940064.5736,-0.0114364130422473,0.071670189499855,-0.0268936660140753
1643940064.60693,0.00928670912981033,0.171037256717682,-0.0343052446842194
1643940064.6403,-0.0188602395355701,0.105819374322891,0.00366584118455648
1643940064.67359,0.00581181654706597,0.0920478999614716,0.014720356091857
1643940064.70693,-0.0479965545237064,0.1761294901371,0.00579716917127371
1643940064.74027,-0.0855623036623001,0.138345628976822,0.0165451541543007
1643940064.77359,-0.0411658138036728,0.123659886419773,0.0267282836139202
1643940064.80692,-0.0419948548078537,0.124989338219166,0.00472844252362847
1643940064.84027,-0.0771541744470596,0.168683290481567,-0.0265352036803961
1643940064.8736,0.023991085588932,0.128855988383293,-0.00118643825408071
1643940064.90692,0.057272344827652,0.121602065861225,0.0201976802200079
1643940064.93999,-0.0246377028524876,0.175576344132423,-0.00501286797225475
1643940064.97362,-0.00232946709729731,0.104914963245392,0.0261040385812521
1643940065.00694,0.0247194617986679,0.0757429674267769,0.015761386603117
1643940065.04031,-0.00326050817966461,0.1446493268013,-0.0279530715197325
1643940065.07326,0.0389274246990681,0.152883559465408,-0.0249389056116343
1643940065.10693,0.0673918202519417,0.149230495095253,-0.0481105372309685
1643940065.14028,0.151285663247108,0.232458010315895,-0.09944137185812
1643940065.1736,0.075051337480545,0.304105311632156,-0.131337523460388
1643940065.20697,-0.111888714134693,0.139493182301521,-0.0723785907030106
1643940065.24023,-0.092940591275692,0.0379322022199631,-0.0127205885946751
1643940065.2736,-0.0428665056824684,0.116815030574799,0.00471219699829817
1643940065.30693,-0.0519359037280083,0.121327757835388,0.00914529524743557
1643940065.34026,0.00519982213154435,0.0564680695533752,0.00797323789447546
1643940065.37359,0.0959417074918747,0.0824053958058357,-0.0126002142205834
1643940065.40692,0.0435458794236183,0.17120423913002,-0.0466785542666912
1643940065.44031,0.0194586534053087,0.192267715930939,-0.0610745400190353
1643940065.47366,0.108512364327908,0.117401994764805,-0.00556281069293618
1643940065.50701,-0.030939806252718,0.0842863842844963,0.0121314972639084
1643940065.54026,-0.122261196374893,0.142601624131203,-0.00393588561564684
1643940065.57362,-0.0332748666405678,0.134302943944931,0.00688214087858796
1643940065.60616,0.00999004952609539,0.0986317694187164,0.00802303943783045
1643940065.64026,-0.0695559084415436,0.181620121002197,-0.023552730679512
1643940065.67341,-0.0522815808653831,0.180744484066963,-0.0136465700343251
1643940065.70693,0.0817763581871986,0.109863117337227,0.0319723151624203
1643940065.74027,0.026520824059844,0.139615148305893,0.0438095331192017
1643940065.7736,-0.116125270724297,0.166296824812889,-0.0164860319346189
1643940065.80616,-0.000575775397010148,0.114213921129704,-0.0140479085966945
1643940065.84035,0.082691416144371,0.146620601415634,0.00688320631161332
1643940065.87362,-0.0664727687835693,0.118512801826,0.0272854175418615
1643940065.90693,-0.185712605714798,0.11746084690094,0.00224184896796942
1643940065.94026,-0.0526477657258511,0.0900710374116898,0.00580862071365118
1643940065.97361,0.0696632340550423,0.115786783397198,-0.00995702669024467
1643940066.0069,-0.0146833388134837,0.158574998378754,-0.0318394228816032
1643940066.03936,-0.0369175374507904,0.188341408967972,-0.0856997221708298
1643940066.07268,0.0704190358519554,0.1834537088871,-0.0617192909121513
1643940066.10694,0.0436332300305367,0.163591057062149,-0.00611488427966833
1643940066.13956,-0.0872664600610733,0.124377608299255,0.0361044742166996
1643940066.17283,-0.0993425622582436,0.141000524163246,0.00755778467282653
1643940066.20693,0.004128432366997,0.179210767149925,-0.0442952923476696
1643940066.24027,0.0632183849811554,0.190432265400887,-0.0469102524220943
1643940066.2736,-0.00547812227159739,0.162096500396729,-0.0206930283457041
1643940066.30695,-0.0414305292069912,0.135638520121574,-0.0211220625787973
1643940066.33955,0.0913576111197472,0.145463719964027,-0.0159691125154495
1643940066.37265,0.0881767272949219,0.120153307914734,-0.0287549495697021
1643940066.40601,-0.0724781975150108,0.161088228225708,-0.0583208315074444
1643940066.43933,-0.0453674830496311,0.188098803162575,-0.068326860666275
1643940066.4736,0.0923120900988579,0.200157061219215,-0.0672325640916824
1643940066.50691,0.0605365820229053,0.165944755077362,-0.0156255643814802
1643940066.54027,0.0605365820229053,0.165944755077362,-0.0156255643814802
1643940066.5736,-0.0690946504473686,0.157508134841919,-0.0301549732685089
1643940066.60597,-0.0690946504473686,0.157508134841919,-0.0301549732685089
1643940066.64028,-0.0584406740963459,0.131850972771645,0.00206714565865695
1643940066.6736,-0.0652807354927063,0.142362996935844,0.023068567737937
1643940066.70693,0.0225082375109196,0.108463361859322,0.0625752285122871
1643940066.74027,0.0225082375109196,0.108463361859322,0.0625752285122871
1643940066.7736,-0.0143898585811257,0.148145526647568,0.0274068564176559
1643940066.80691,-0.0663981959223747,0.186362951993942,0.0249061491340399
1643940066.84032,0.0131368413567543,0.141508921980858,0.053090114146471
1643940066.87362,0.037760429084301,0.126236498355865,0.0577631630003452
1643940066.90691,-0.110908672213554,0.180772975087166,-0.00643180031329393
1643940066.94027,0.00317661860026419,0.169443890452385,-0.014992531388998
1643940066.9736,0.105260908603668,0.141982704401016,0.0393636524677277
1643940067.00596,-0.0234038587659597,0.18102091550827,-0.0122960805892944
1643940067.04027,-0.109933421015739,0.176108717918396,-0.0152521897107363
1643940067.07361,-0.0188194941729307,0.147665351629257,0.0149640357121825
1643940067.10693,0.0525447018444538,0.164811328053474,0.0179371889680624
1643940067.14027,0.0436199158430099,0.189670860767365,-0.00901080574840307
1643940067.17358,0.0635853707790375,0.165483236312866,-0.0397016070783138
1643940067.20693,0.0780798867344856,0.154800236225128,-0.0375497713685036
1643940067.24028,-0.05385896936059,0.172940090298653,-0.0249524880200624
1643940067.27286,-0.0731426551938057,0.0891027078032494,0.0122137889266014
1643940067.30693,-0.040579117834568,0.056563675403595,0.0432587899267673
1643940067.34027,-0.0347510576248169,0.130670920014381,-0.0113911386579275
1643940067.3736,0.00468583172187209,0.155101701617241,-0.0261083003133535
1643940067.40695,0.0279839634895325,0.0588691756129265,0.0240784380584955
1643940067.44027,-0.00403175968676805,0.0609661489725113,0.0226800125092268
1643940067.4736,-0.0763807892799377,0.148979365825653,-0.0109253516420722
1643940067.50617,-0.0563373081386089,0.117424629628658,-0.0052797170355916
1643940067.54027,0.0281019415706396,0.062569372355938,0.00691196834668517
1643940067.5736,0.0184413250535727,0.0779776200652122,0.018686069175601
1643940067.60694,0.0139813292771578,0.0830549374222755,0.0174500960856676
1643940067.63936,0.0397814996540546,0.121053457260132,-8.84169494383968E-05
1643940067.6736,0.0178778003901243,0.100581735372543,0.00229005212895572
1643940067.70693,-0.0420233495533466,0.089458242058754,0.00580409308895469
1643940067.74027,-0.0630490034818649,0.0807438492774963,-0.00327329128049314
1643940067.7736,-0.0413258671760559,0.10957096517086,0.00774447247385979
1643940067.80621,-0.0114862136542797,0.122989840805531,0.00700065167620778
1643940067.84034,0.0279591958969831,0.0871082693338394,0.00379713508300483
1643940067.87362,0.013701431453228,0.0681593492627144,0.00580888707190752
1643940067.90694,0.0122241759672761,0.116110093891621,-0.0312988013029099
1643940067.94025,0.0495736785233021,0.118200942873955,-0.0287152677774429
1643940067.97361,0.0363585390150547,0.0911730527877808,0.0053644054569304
1643940068.00619,-0.0265341382473707,0.0612641572952271,0.0125946216285229
1643940068.04031,-0.0720856413245201,0.100993722677231,-0.016749419271946
1643940068.07266,-0.0256622191518545,0.124178409576416,-0.00593032687902451
1643940068.10624,0.0518759824335575,0.128950521349907,-0.0118121849372983
1643940068.1395,0.0331086851656437,0.16050311923027,-0.0466631092131138
1643940068.1736,-0.00932346098124981,0.195783078670502,-0.0475414209067822
1643940068.20694,0.0313310250639915,0.157490819692612,-0.018447982147336
1643940068.2403,0.0191372092813253,0.145287692546844,6.44484971417114E-05
1643940068.27363,-0.093923032283783,0.201451882719994,-0.0277783684432507
1643940068.30694,-0.00358568015508354,0.194578796625137,-0.0276593249291182
1643940068.34027,0.122503809630871,0.137541085481644,0.0162532720714808
1643940068.37284,-0.00912905018776655,0.169792503118515,-0.000756337714847177
1643940068.40694,-0.0184975173324347,0.175461038947105,-0.0185680910944939
1643940068.43953,0.10940159112215,0.101922102272511,0.0148063767701387
1643940068.4736,0.0718997567892075,0.140372827649117,-0.00874342396855354
1643940068.50694,0.00520674604922533,0.13703827559948,-0.0340245440602303
1643940068.54027,-0.0309805534780025,0.141436755657196,-0.00546693708747625
1643940068.57287,-0.0183971170336008,0.130684778094292,0.00299445819109678
1643940068.60694,0.0222871955484152,0.143628537654877,-0.00600809138268232
1643940068.64027,0.0285967569798231,0.113221630454063,0.0119695775210857
1643940068.67283,0.0123160546645522,0.120207369327545,0.0237322263419628
1643940068.70694,-0.0822413414716721,0.162970274686813,0.00366211286745965
1643940068.74027,-0.057575412094593,0.122665733098984,0.0016455672448501
1643940068.7736,0.105512045323849,0.140223950147629,-0.00561580760404468
1643940068.80597,0.126515865325928,0.171744853258133,-0.0185326710343361
1643940068.84033,-0.0260329321026802,0.134208932518959,0.00777456630021334
1643940068.87363,-0.0652186870574951,0.0769951790571213,0.0382299423217773
1643940068.90622,-0.0102435825392604,0.0722251981496811,0.00826219096779823
1643940068.94027,0.0237783007323742,0.111345432698727,-0.0552555322647095
1643940068.97361,0.0188956595957279,0.154203414916992,-0.0583213642239571
1643940069.00617,0.00580622395500541,0.0913967564702034,-0.00461765518411994
1643940069.04028,-0.00738148344680667,0.0469960048794746,0.0393047966063023
1643940069.07284,-0.0585400089621544,0.162406757473946,-0.0263029765337706
1643940069.10627,-0.0585400089621544,0.162406757473946,-0.0263029765337706
1643940069.14028,0.0660727620124817,0.223411247134209,-0.0749706476926804
1643940069.17284,0.054381750524044,0.132137268781662,0.00188445276580751
1643940069.20692,-0.151148498058319,0.0679460242390633,0.0262755453586578
1643940069.24027,-0.151148498058319,0.0679460242390633,0.0262755453586578
1643940069.2736,-0.0210709311068058,0.124635137617588,-0.0360554717481136
1643940069.30622,-0.0210709311068058,0.124635137617588,-0.0360554717481136
1643940069.34028,0.0447325855493546,0.135800436139107,0.0114353476092219
1643940069.37361,-0.0213178060948849,0.138714745640755,0.0232967995107174
1643940069.40698,-0.0117173762992024,0.218962445855141,0.00223705521784723
1643940069.44028,-0.0117173762992024,0.218962445855141,0.00223705521784723
1643940069.47361,0.013235910795629,0.115730062127113,0.0590830259025097
1643940069.507,0.0057750646956265,0.0961217358708382,0.0451432429254055
1643940069.54028,-0.125000789761543,0.293625235557556,-0.0288617424666882
1643940069.57361,-0.0451592206954956,0.371198058128357,-0.128183007240295
1643940069.60617,0.0622431337833405,0.229691788554192,-0.114983312785625
1643940069.64028,0.00482831103727221,0.147084251046181,-0.0493390522897243
1643940069.67361,0.00270816846750677,0.179818496108055,-0.0155707038938999
1643940069.70694,0.104514956474304,0.163844332098961,-0.0251599475741386
1643940069.74028,0.0968112275004387,0.109389074146748,-0.0161201134324074
1643940069.77361,0.00412816600874066,0.164457648992538,-0.037203561514616
1643940069.80694,0.0162010733038187,0.170621544122696,-0.0258941818028688
1643940069.84033,0.034735344350338,0.146081313490868,0.0129943620413542
1643940069.87359,0.03216353058815,0.164208114147186,0.00247540813870728
1643940069.90695,-0.00211641401983798,0.159420281648636,-0.00319046690128744
1643940069.94028,-0.0180924516171217,0.20088703930378,-0.0132369762286544
1643940069.97329,-0.000351537251845002,0.18625083565712,-0.0440990179777145
1643940070.00695,0.0367188677191734,0.141439944505692,0.0112665025517344
1643940070.04028,-0.0139009021222591,0.177998498082161,0.0031055121216923
1643940070.07339,-0.0214560236781836,0.253596574068069,-0.0527207367122173
1643940070.10695,0.0294593553990126,0.22534416615963,-0.0543063804507256
1643940070.14028,0.0314111858606339,0.0843601524829865,-0.0287323128432035
1643940070.17361,-0.0585711672902107,0.0373473726212978,-0.0164383612573147
1643940070.20623,-0.111995510756969,0.150908827781677,-0.0135677400976419
1643940070.24028,0.0127823743969202,0.20886692404747,-0.0318380892276764
1643940070.27361,0.107260145246983,0.13651816546917,-0.026362631469965
1643940070.30694,0.116622753441334,0.0850317999720573,0.00948324985802174
1643940070.3395,0.0357002057135105,0.143365412950516,0.00977673102170229
1643940070.37361,0.023662718012929,0.185496628284454,-0.000310790899675339
1643940070.40697,0.0903464108705521,0.129439741373062,-0.0163235794752836
1643940070.44036,-0.0379527099430561,0.121861189603806,-0.0351539924740791
1643940070.47361,-0.133876040577888,0.221729457378387,-0.0601501576602459
1643940070.50694,0.00126766471657902,0.278640955686569,-0.0603749267756939
1643940070.54028,0.0322317071259022,0.17205086350441,-0.0367369763553143
1643940070.57362,0.0775299444794655,0.0706728398799896,-0.0216275304555893
1643940070.60695,0.0185529123991728,0.139353632926941,-0.045589055866003
1643940070.64028,-0.0624484643340111,0.212829440832138,-0.0577274784445763
1643940070.67361,0.0344876684248447,0.167259037494659,-0.0187744870781898
1643940070.70623,0.0842877179384232,0.0183776747435331,0.0204634629189968
1643940070.74028,-0.0353414788842201,0.0865900218486786,-0.00885820668190718
1643940070.77361,-0.0335835255682468,0.182745575904846,-0.0161637905985117
1643940070.80623,0.0693662911653519,0.197915747761726,-0.0025185514241457
1643940070.84033,0.0722851157188416,0.115779861807823,0.0121299000456929
1643940070.87364,-0.0351944714784622,0.142159268260002,0.00759826507419348
1643940070.90697,-0.0412984378635883,0.136607378721237,0.0242707189172506
1643940070.94029,0.0273088533431292,0.0564923025667667,0.0616164915263653
1643940070.97362,-0.0334841907024384,0.017338776960969,0.047624509781599
1643940071.00695,-0.116291724145412,0.118363663554192,-0.0130321783944964
1643940071.04027,-0.0711474120616913,0.119445167481899,-0.0127219203859568
1643940071.07362,-0.0059846555814147,-0.0314732380211353,0.0401580706238747
1643940071.10696,0.0248619392514229,-0.125401064753532,0.0483600758016109
1643940071.1403,-0.0143850641325116,-0.0746774300932884,0.0341071039438248
1643940071.1737,0.0143099632114172,-0.112143851816654,0.0133040873333812
1643940071.20697,0.0749863609671593,-0.21464492380619,0.0166426263749599
1643940071.24029,0.127812296152115,-0.271503686904907,0.0279003400355577
1643940071.2729,0.162195831537247,-0.337747156620026,0.0374685451388359
1643940071.30698,0.19227197766304,-0.360153377056122,0.0455978438258171
1643940071.34028,0.0852786749601364,-0.348476231098175,0.0682506933808327
1643940071.37281,0.0390994660556316,-0.349860012531281,0.0719482228159904
1643940071.40696,0.0401349030435085,-0.398571610450745,0.0880025625228882
1643940071.44029,-0.0746199116110802,-0.407679617404938,0.0697489902377129
1643940071.47361,-0.121333353221416,-0.358810365200043,0.0136444391682744
1643940071.50695,-0.133729562163353,-0.298988580703735,-0.0232781581580639
1643940071.54028,-0.0693742781877518,-0.21646386384964,-0.00195183069445193
1643940071.57362,0.00669039320200682,-0.11760226637125,-0.00363628007471561
1643940071.60624,-0.0111184315755963,-0.0788420811295509,-0.0446215309202671
1643940071.64028,-0.0656927302479744,-0.129011511802673,-0.0139195444062352
1643940071.67362,0.0456630922853947,-0.170412480831146,0.0692142248153687
1643940071.70689,0.043823380023241,-0.234173879027367,0.111480452120304
1643940071.74028,-0.0580699592828751,-0.251969665288925,0.0543186329305172
1643940071.77281,0.0242496803402901,-0.319342851638794,0.0301355309784412
1643940071.80625,0.0242496803402901,-0.319342851638794,0.0301355309784412
1643940071.84012,-0.113353721797466,-0.270769715309143,0.0383684262633324
1643940071.87344,-0.0268585123121738,-0.221968621015549,0.00600303150713444
1643940071.90676,-0.0268585123121738,-0.221968621015549,0.00600303150713444
1643940071.9401,-0.00163677881937474,-0.251141428947449,0.0644559562206268
1643940071.97337,0.00407037558034062,-0.349054396152496,0.112257830798626
1643940072.0068,0.00407037558034062,-0.349054396152496,0.112257830798626
1643940072.0401,0.00539077073335648,-0.244119197130203,0.0753275081515312
1643940072.07337,0.0158540643751621,-0.22185543179512,0.0412438437342644
1643940072.10677,0.0616870671510696,-0.297919303178787,0.0261184200644493
1643940072.14009,0.0535364635288715,-0.248276382684708,0.0440367013216019
1643940072.17338,0.0192908737808466,-0.18897257745266,0.0316079929471016
1643940072.2067,0.00544509897008538,-0.271040827035904,0.0117879500612617
1643940072.24011,0.0129778506234288,-0.300778478384018,0.0488477014005184
1643940072.27336,-0.0328306518495083,-0.215457990765572,0.0534001067280769
1643940072.30675,-0.0483566150069237,-0.188874050974846,-0.00113983289338648
1643940072.34012,0.00958711374551058,-0.230761036276817,0.0152971968054771
1643940072.37344,0.0609642826020718,-0.229919210076332,0.0172682031989098
1643940072.40682,-0.00576494494453073,-0.158599764108658,0.0226046442985535
1643940072.4401,0.00569836562499404,-0.27851790189743,0.0391876175999641
1643940072.47344,-0.0244582053273916,-0.301723897457123,0.0956274569034576
1643940072.5068,-0.124171748757362,-0.26511287689209,0.0669042021036148
1643940072.54009,-0.194311156868935,-0.303418725728989,0.0124926222488284
1643940072.57337,-0.257586270570755,-0.290357798337936,-0.0182413216680288
1643940072.60675,-0.212061926722527,-0.187550455331802,0.0109354723244905
1643940072.64011,-0.0762849152088165,-0.171595722436905,-0.0127818416804075
1643940072.67343,-0.0268888715654612,-0.201963484287262,-0.0173366460949183
1643940072.70681,0.0561740547418594,-0.227597743272781,0.0275075249373913
1643940072.74011,0.0841074213385582,-0.262878775596619,0.109781354665756
1643940072.77351,-0.081537738442421,-0.272350043058395,0.0962010994553566
1643940072.8068,-0.119615346193314,-0.248050555586815,0.0233878809958696
1643940072.84004,-0.0321267768740654,-0.337908267974854,0.00525388401001692
1643940072.87338,0.016940101981163,-0.304374545812607,0.00813435949385166
1643940072.90678,-0.0303288772702217,-0.22143891453743,-0.0183398593217134
1643940072.94009,-0.0925344601273537,-0.197340503334999,-0.0652375891804695
1643940072.97345,0.00600036839023232,-0.280066549777985,-0.0545239634811878
1643940073.00676,0.0790279731154442,-0.342267066240311,0.00950775109231472
1643940073.04011,-0.0371620170772076,-0.309270769357681,0.0354080572724342
1643940073.07342,-0.0474114567041397,-0.318510323762894,-0.0122875589877367
1643940073.10678,-0.00629358226433396,-0.392064720392227,-0.0191619768738747
1643940073.14014,-0.105020426213741,-0.41692903637886,0.0256065595895052
1643940073.17339,-0.159241586923599,-0.403792202472687,-0.00194756966084242
1643940073.20696,-0.0600122027099133,-0.38270902633667,-0.0997343137860298
1643940073.24014,-0.0340703539550304,-0.408023446798325,-0.0692544355988503
1643940073.27344,-0.0649286657571793,-0.429830193519592,-0.039158321917057
1643940073.30676,-0.0835550799965858,-0.380596071481705,-0.0575868636369705
1643940073.34012,-0.145048528909683,-0.364368915557861,-0.0938415378332138
1643940073.37343,-0.169135764241219,-0.353524774312973,-0.0802652761340141
1643940073.40614,-0.137134954333305,-0.28911355137825,-0.0201239101588726
1643940073.44011,-0.185408741235733,-0.246945068240166,-0.0293570905923843
1643940073.4734,-0.212195083498955,-0.315010130405426,-0.0143725480884314
1643940073.50677,-0.177687704563141,-0.360182136297226,0.0204003471881151
1643940073.54009,-0.182457953691483,-0.342480659484863,0.022589199244976
1643940073.57344,-0.088037446141243,-0.243402004241943,0.0309190340340137
1643940073.60679,0.0396781712770462,-0.285103917121887,0.00531114218756557
1643940073.64011,0.095426119863987,-0.253424823284149,-0.00530341872945428
1643940073.67348,0.0923400521278381,-0.181045681238174,0.0112683670595288
1643940073.70685,0.154346689581871,-0.230098977684975,0.0353113859891891
1643940073.74003,0.0799992308020592,-0.244587376713753,0.0176373161375523
1643940073.77337,0.0801496952772141,-0.16152311861515,-0.0356053970754147
1643940073.80623,0.173333704471588,-0.116177469491959,-0.0409213341772556
