Torque,Biceps,Triceps,Envelope
11.6138,3.57056E-05,6.13403E-05,11.5762
11.607,4.24194E-05,6.31714E-05,11.5758
11.8785,5.70679E-05,6.37817E-05,11.5753
11.8785,5.79834E-05,5.79834E-05,11.5749
11.7495,5.00488E-05,6.073E-05,11.5745
11.8446,3.69263E-05,6.74438E-05,11.5741
11.9124,3.479E-05,5.27954E-05,11.5737
11.702,3.90625E-05,5.58472E-05,11.5733
11.4645,5.43213E-05,4.73022E-05,11.573
11.6613,5.46265E-05,4.27246E-05,11.5726
11.5731,3.96729E-05,5.49316E-05,11.5722
11.607,1.83105E-05,5.34058E-05,11.5718
11.7699,-6.10352E-07,5.98145E-05,11.5715
11.9192,-2.80762E-05,6.53076E-05,11.5711
11.926,-3.90625E-05,6.7749E-05,11.5708
11.8174,-5.70679E-05,6.2561E-05,11.5704
11.8785,-7.99561E-05,6.68335E-05,11.5701
11.7699,-6.01196E-05,6.43921E-05,11.5698
11.702,-1.98364E-05,5.88989E-05,11.5695
11.5595,8.23975E-06,5.76782E-05,11.5692
11.6341,5.37109E-05,5.95093E-05,11.5689
11.6817,9.46045E-05,5.37109E-05,11.5686
11.7631,0.00011261,6.10352E-05,11.5683
11.7903,0.000122986,5.92041E-05,11.568
11.9124,0.000131226,5.64575E-05,11.5677
11.8785,0.000124207,6.04248E-05,11.5674
11.8242,0.000106506,7.08008E-05,11.5672
11.7088,5.46265E-05,6.68335E-05,11.5669
11.736,-9.15527E-07,6.53076E-05,11.5667
11.6341,-1.46484E-05,7.69043E-05,11.5665
11.5323,9.15527E-07,6.50024E-05,11.5662
11.8446,1.58691E-05,6.92749E-05,11.566
11.9396,3.84521E-05,7.20215E-05,11.5658
11.6817,5.31006E-05,6.92749E-05,11.5656
11.9939,5.64575E-05,6.98853E-05,11.5654
11.9735,6.43921E-05,6.98853E-05,11.5652
11.7835,5.82886E-05,5.98145E-05,11.5651
11.8853,6.40869E-05,4.60815E-05,11.5649
11.6681,6.2561E-05,3.69263E-05,11.5647
11.6817,5.15747E-05,3.9978E-05,11.5646
11.4916,2.0752E-05,5.15747E-05,11.5644
11.7971,-8.23975E-06,6.28662E-05,11.5643
11.9667,-5.79834E-06,6.40869E-05,11.5642
11.9396,6.10352E-06,5.92041E-05,11.5641
11.6274,1.92261E-05,5.98145E-05,11.564
12.021,2.16675E-05,6.7749E-05,11.5639
11.8649,2.56348E-05,6.62231E-05,11.5638
11.7428,2.31934E-05,6.2561E-05,11.5637
11.7903,1.58691E-05,7.14111E-05,11.5637
11.6749,6.71387E-06,6.98853E-05,11.5636
11.6817,1.15967E-05,6.37817E-05,11.5636
11.8038,1.19019E-05,6.98853E-05,11.5635
11.9124,1.80054E-05,6.62231E-05,11.5635
12.0007,2.31934E-05,6.62231E-05,11.5635
11.9464,2.65503E-05,6.46973E-05,11.5635
11.831,1.64795E-05,6.31714E-05,11.5635
11.831,2.99072E-05,6.2561E-05,11.5635
11.7767,2.96021E-05,6.19507E-05,11.5635
11.6613,4.24194E-05,5.40161E-05,11.5636
11.5052,2.62451E-05,6.073E-05,11.5636
11.5934,1.58691E-05,5.64575E-05,11.5637
11.9192,2.38037E-05,6.34766E-05,11.5637
11.8785,4.02832E-05,6.2561E-05,11.5638
11.9667,3.2959E-05,6.31714E-05,11.5639
12.0482,3.69263E-05,6.46973E-05,11.564
12.0143,5.95093E-05,5.7373E-05,11.5641
11.7767,6.83594E-05,5.12695E-05,11.5642
11.8446,6.80542E-05,5.79834E-05,11.5643
11.7631,6.19507E-05,6.19507E-05,11.5645
11.5663,4.45557E-05,5.37109E-05,11.5646
11.4984,3.63159E-05,5.31006E-05,11.5648
11.9396,3.44849E-05,5.21851E-05,11.565
11.926,2.50244E-05,4.97437E-05,11.5652
11.9735,2.28882E-05,6.13403E-05,11.5654
11.9532,2.74658E-05,5.92041E-05,11.5656
12.0278,3.63159E-05,6.5918E-05,11.5658
11.7835,4.05884E-05,7.14111E-05,11.566
11.6952,4.36401E-05,7.1106E-05,11.5662
11.8038,3.17383E-05,6.19507E-05,11.5665
11.6952,2.47192E-05,5.95093E-05,11.5668
11.4034,2.96021E-05,5.61523E-05,11.567
12.0007,3.05176E-05,6.74438E-05,11.5673
12.0075,3.93677E-05,7.20215E-05,11.5676
11.9735,2.28882E-05,7.26318E-05,11.5679
12.2111,2.0752E-05,6.83594E-05,11.5682
12.021,2.92969E-05,6.34766E-05,11.5686
11.8106,1.83105E-05,6.71387E-05,11.5689
11.7088,7.32422E-06,6.43921E-05,11.5693
11.6613,1.09863E-05,5.61523E-05,11.5696
11.7495,2.2583E-05,5.70679E-05,11.57
11.5731,4.15039E-05,5.34058E-05,11.5704
11.6274,5.06592E-05,5.37109E-05,11.5708
11.9939,6.13403E-05,5.37109E-05,11.5712
11.9871,6.19507E-05,4.30298E-05,11.5716
11.9871,6.40869E-05,4.63867E-05,11.5721
12.0889,5.27954E-05,5.49316E-05,11.5725
11.8174,4.05884E-05,5.88989E-05,11.573
11.7835,3.41797E-05,6.56128E-05,11.5734
11.6274,2.56348E-05,7.20215E-05,11.5739
11.6409,1.95312E-05,6.86646E-05,11.5744
11.7088,1.09863E-05,6.28662E-05,11.5749
11.9803,6.71387E-06,7.47681E-05,11.5754
11.7699,-6.10352E-06,6.37817E-05,11.5759
12.021,-9.76562E-06,6.80542E-05,11.5765
11.9871,-1.31226E-05,6.37817E-05,11.577
11.9464,-1.09863E-05,6.80542E-05,11.5776
11.6206,1.06812E-05,5.95093E-05,11.5781
11.736,2.80762E-05,5.88989E-05,11.5787
11.7088,3.8147E-05,6.95801E-05,11.5793
11.4916,5.12695E-05,7.93457E-05,11.5799
11.5798,7.26318E-05,6.16455E-05,11.5805
11.9803,7.59888E-05,5.67627E-05,11.5812
11.96,8.75854E-05,6.073E-05,11.5818
11.9124,6.53076E-05,5.00488E-05,11.5824
12.0414,6.28662E-05,5.46265E-05,11.5831
11.9803,5.37109E-05,6.34766E-05,11.5838
11.6545,3.66211E-05,7.1106E-05,11.5845
11.6274,4.27246E-05,6.62231E-05,11.5851
11.702,7.20215E-05,6.2561E-05,11.5858
11.6341,6.98853E-05,5.37109E-05,11.5866
11.6002,6.62231E-05,5.82886E-05,11.5873
11.8921,6.65283E-05,5.76782E-05,11.588
11.9532,6.83594E-05,5.46265E-05,11.5888
11.926,5.43213E-05,5.21851E-05,11.5895
11.8785,4.69971E-05,5.67627E-05,11.5903
11.9532,3.72314E-05,5.92041E-05,11.5911
11.7699,1.83105E-05,6.40869E-05,11.5919
11.4441,-2.13623E-06,6.22559E-05,11.5927
11.7292,-2.86865E-05,6.34766E-05,11.5935
11.6613,-4.97437E-05,6.34766E-05,11.5943
11.7156,-4.66919E-05,6.50024E-05,11.5951
12.1432,-4.21143E-05,7.53784E-05,11.5959
11.9735,-3.32642E-05,6.37817E-05,11.5968
12.0278,-2.01416E-05,5.82886E-05,11.5977
11.9396,1.52588E-06,5.61523E-05,11.5985
11.8989,2.2583E-05,6.43921E-05,11.5994
11.8174,2.22778E-05,6.65283E-05,11.6003
11.7428,2.56348E-05,6.43921E-05,11.6012
11.3491,3.57056E-05,7.1106E-05,11.6021
11.6613,6.01196E-05,6.13403E-05,11.603
11.7563,9.12476E-05,5.40161E-05,11.6039
11.9124,9.18579E-05,6.34766E-05,11.6049
12.0957,8.54492E-05,5.76782E-05,11.6058
11.96,0.000100708,4.63867E-05,11.6068
12.0075,0.000102844,5.09644E-05,11.6077
11.7903,9.70459E-05,5.76782E-05,11.6087
11.7495,8.3313E-05,5.15747E-05,11.6097
11.8242,7.38525E-05,4.69971E-05,11.6106
11.7088,6.50024E-05,6.71387E-05,11.6116
11.4645,4.42505E-05,6.7749E-05,11.6126
11.9124,3.38745E-05,6.83594E-05,11.6136
12.0075,1.92261E-05,6.65283E-05,11.6147
11.9667,-1.40381E-05,7.32422E-05,11.6157
11.8785,-3.32642E-05,6.073E-05,11.6167
12.0143,-2.38037E-05,6.10352E-05,11.6178
11.8649,-6.10352E-06,4.91333E-05,11.6188
11.6749,2.59399E-05,5.7373E-05,11.6199
11.736,4.24194E-05,6.34766E-05,11.6209
11.7767,5.31006E-05,5.40161E-05,11.622
11.607,5.21851E-05,5.0354E-05,11.6231
11.8174,3.35693E-05,5.00488E-05,11.6242
12.0482,3.96729E-05,6.62231E-05,11.6253
12.0346,3.57056E-05,6.98853E-05,11.6264
11.9057,2.19727E-05,6.50024E-05,11.6275
11.96,2.16675E-05,7.41577E-05,11.6286
11.9328,6.40869E-06,6.43921E-05,11.6297
11.8038,-2.53296E-05,6.65283E-05,11.6308
11.8106,-2.41089E-05,7.26318E-05,11.632
11.7224,-1.25122E-05,6.80542E-05,11.6331
11.736,1.09863E-05,6.71387E-05,11.6343
11.8989,3.57056E-05,6.50024E-05,11.6354
11.9328,3.96729E-05,5.82886E-05,11.6366
12.055,4.30298E-05,6.16455E-05,11.6377
12.0278,4.45557E-05,6.53076E-05,11.6389
11.7971,4.08936E-05,6.74438E-05,11.6401
11.8853,1.58691E-05,6.40869E-05,11.6413
11.8242,3.08228E-05,6.43921E-05,11.6424
11.7495,2.86865E-05,6.16455E-05,11.6436
11.8989,2.47192E-05,5.5542E-05,11.6448
11.6613,2.31934E-05,5.18799E-05,11.646
12.0278,4.21143E-05,5.7373E-05,11.6472
11.9803,7.20215E-05,6.13403E-05,11.6485
11.9871,8.57544E-05,6.46973E-05,11.6497
12.1229,9.67407E-05,5.70679E-05,11.6509
12.0821,0.000100403,6.34766E-05,11.6521
11.5527,9.94873E-05,5.24902E-05,11.6533
11.8514,8.75854E-05,5.64575E-05,11.6546
11.7971,6.13403E-05,5.88989E-05,11.6558
11.736,3.63159E-05,5.06592E-05,11.6571
11.7631,1.40381E-05,5.70679E-05,11.6583
11.9871,3.96729E-06,4.76074E-05,11.6596
12.0143,1.52588E-06,5.46265E-05,11.6608
11.9124,-9.15527E-06,6.89697E-05,11.6621
11.9939,-1.40381E-05,6.83594E-05,11.6633
12.1229,-2.53296E-05,6.86646E-05,11.6646
11.8785,-4.18091E-05,7.26318E-05,11.6659
11.6613,-4.57764E-05,7.20215E-05,11.6671
11.8717,-2.50244E-05,6.65283E-05,11.6684
11.7699,1.61743E-05,7.01904E-05,11.6697
11.702,6.40869E-05,7.62939E-05,11.671
11.9328,8.42285E-05,6.65283E-05,11.6723
12.0686,9.3689E-05,6.53076E-05,11.6736
12.0618,9.06372E-05,6.13403E-05,11.6749
11.9667,6.86646E-05,5.64575E-05,11.6761
12.0482,5.24902E-05,4.45557E-05,11.6774
11.8853,5.34058E-05,5.0354E-05,11.6787
11.8446,6.31714E-05,6.073E-05,11.68
11.7156,5.76782E-05,5.5542E-05,11.6814
11.7971,4.54712E-05,4.94385E-05,11.6827
11.6409,4.88281E-05,6.83594E-05,11.684
11.8989,3.75366E-05,6.46973E-05,11.6853
11.9192,2.86865E-05,7.08008E-05,11.6866
12.0686,-1.52588E-06,6.43921E-05,11.6879
12.055,-6.71387E-06,6.56128E-05,11.6892
12.055,7.93457E-06,6.5918E-05,11.6905
11.8514,4.02832E-05,6.2561E-05,11.6919
11.8785,5.79834E-05,5.88989E-05,11.6932
11.7971,5.5542E-05,6.74438E-05,11.6945
11.7088,4.82178E-05,5.46265E-05,11.6958
11.7699,3.479E-05,5.76782E-05,11.6972
12.0414,2.47192E-05,5.7373E-05,11.6985
11.7971,4.57764E-05,5.34058E-05,11.6998
12.0753,5.7373E-05,5.98145E-05,11.7011
12.0821,5.61523E-05,5.61523E-05,11.7025
12.0278,3.90625E-05,5.61523E-05,11.7038
12.0075,2.71606E-05,5.34058E-05,11.7051
11.8106,2.41089E-05,6.19507E-05,11.7065
11.831,4.88281E-06,5.85937E-05,11.7078
11.6952,-2.13623E-06,6.50024E-05,11.7091
11.7495,-1.31226E-05,5.82886E-05,11.7105
12.15,-6.71387E-06,6.16455E-05,11.7118
12.1025,9.15527E-06,5.98145E-05,11.7131
11.7903,-3.05176E-07,6.62231E-05,11.7145
12.1704,1.12915E-05,5.70679E-05,11.7158
12.1093,2.22778E-05,6.53076E-05,11.7171
11.8989,3.87573E-05,6.53076E-05,11.7185
12.0414,6.40869E-05,5.95093E-05,11.7198
11.8174,6.95801E-05,6.073E-05,11.7211
11.7971,5.43213E-05,5.58472E-05,11.7225
11.7224,4.66919E-05,6.95801E-05,11.7238
12.0482,2.92969E-05,6.68335E-05,11.7251
12.1568,5.18799E-06,5.92041E-05,11.7265
12.0957,1.98364E-05,6.62231E-05,11.7278
11.8853,3.35693E-05,5.7373E-05,11.7291
12.055,5.12695E-05,5.76782E-05,11.7305
11.9464,5.79834E-05,6.7749E-05,11.7318
11.8717,5.67627E-05,6.28662E-05,11.7331
11.7563,5.09644E-05,6.62231E-05,11.7345
11.7835,5.5542E-05,6.04248E-05,11.7358
12.0007,5.70679E-05,6.95801E-05,11.7371
12.0075,3.63159E-05,6.50024E-05,11.7385
12.1161,1.98364E-05,7.08008E-05,11.7398
12.1975,5.18799E-06,7.01904E-05,11.7411
12.1364,-4.88281E-06,6.19507E-05,11.7424
11.8989,-2.50244E-05,5.49316E-05,11.7438
11.9464,-2.10571E-05,5.49316E-05,11.7451
11.8785,-7.62939E-06,6.10352E-05,11.7464
11.736,-1.28174E-05,5.52368E-05,11.7477
11.5866,1.46484E-05,5.85937E-05,11.749
12.021,3.05176E-05,6.46973E-05,11.7503
12.0618,2.86865E-05,5.88989E-05,11.7517
12.0618,2.01416E-05,5.61523E-05,11.753
12.1093,5.24902E-05,5.52368E-05,11.7543
12.1907,7.01904E-05,6.46973E-05,11.7556
11.9803,8.66699E-05,6.19507E-05,11.7569
11.8581,0.000103149,5.79834E-05,11.7582
11.9464,0.000113831,6.22559E-05,11.7595
11.8378,0.000125732,6.13403E-05,11.7608
11.607,0.000105591,6.31714E-05,11.7621
12.0686,7.2937E-05,5.98145E-05,11.7634
12.1025,5.06592E-05,6.37817E-05,11.7647
12.0753,5.31006E-05,5.43213E-05,11.766
12.2247,4.76074E-05,4.54712E-05,11.7673
12.1229,3.44849E-05,4.5166E-05,11.7686
11.9328,2.28882E-05,6.13403E-05,11.7699
11.8514,7.01904E-06,6.28662E-05,11.7712
11.7767,7.32422E-06,6.65283E-05,11.7725
11.8717,-1.52588E-06,5.88989E-05,11.7737
11.7088,-5.79834E-06,5.61523E-05,11.775
11.7903,-2.74658E-06,5.43213E-05,11.7763
12.1568,-1.2207E-05,6.31714E-05,11.7776
12.1432,-2.83813E-05,6.86646E-05,11.7788
12.1229,-6.74438E-05,6.95801E-05,11.7801
12.3197,-7.65991E-05,7.2937E-05,11.7814
11.9464,-4.45557E-05,7.17163E-05,11.7827
11.926,-1.09863E-05,6.62231E-05,11.7839
11.8038,2.28882E-05,7.04956E-05,11.7852
11.7428,2.19727E-05,7.08008E-05,11.7864
11.7971,5.18799E-06,6.92749E-05,11.7877
12.0753,2.04468E-05,6.65283E-05,11.7889
11.7699,5.21851E-05,4.69971E-05,11.7902
12.1364,8.60596E-05,4.36401E-05,11.7915
12.1364,0.000109558,5.7373E-05,11.7927
12.1025,0.00012146,4.91333E-05,11.7939
12.0143,0.000128174,5.82886E-05,11.7952
11.9057,0.000101013,7.26318E-05,11.7964
11.8853,7.99561E-05,6.50024E-05,11.7977
11.6884,7.78198E-05,5.43213E-05,11.7989
11.702,8.5144E-05,6.28662E-05,11.8001
12.1636,8.14819E-05,7.47681E-05,11.8013
12.1093,5.85937E-05,6.46973E-05,11.8026
11.926,5.18799E-05,7.14111E-05,11.8038
12.1772,3.72314E-05,6.22559E-05,11.805
12.1432,3.02124E-05,6.56128E-05,11.8062
11.8853,2.74658E-05,5.7373E-05,11.8074
11.7631,4.88281E-06,6.19507E-05,11.8087
11.8378,-3.05176E-07,5.40161E-05,11.8099
11.8038,8.23975E-06,4.63867E-05,11.8111
11.5595,4.88281E-06,4.79126E-05,11.8123
12.055,6.10352E-06,5.58472E-05,11.8135
12.1364,3.05176E-06,4.97437E-05,11.8147
12.1229,9.15527E-06,5.46265E-05,11.8158
12.0618,1.09863E-05,6.34766E-05,11.817
12.1772,-3.35693E-06,5.67627E-05,11.8182
11.9803,-6.40869E-06,5.61523E-05,11.8194
11.8446,-1.92261E-05,6.68335E-05,11.8206
11.7224,-3.2959E-05,6.31714E-05,11.8217
11.831,-4.11987E-05,7.1106E-05,11.8229
11.7971,-4.88281E-06,5.67627E-05,11.8241
12.0618,2.59399E-05,5.7373E-05,11.8253
12.0889,6.83594E-05,7.35474E-05,11.8264
12.15,8.63647E-05,6.31714E-05,11.8276
12.1025,9.52148E-05,7.44629E-05,11.8287
12.055,0.000101318,7.04956E-05,11.8299
11.9532,0.000111389,6.01196E-05,11.831
11.8989,0.000110474,5.85937E-05,11.8322
11.6817,0.000113525,5.76782E-05,11.8333
11.7088,9.61304E-05,6.19507E-05,11.8344
11.7971,5.64575E-05,6.53076E-05,11.8356
12.0957,1.61743E-05,6.65283E-05,11.8367
12.1907,-1.5564E-05,6.5918E-05,11.8378
12.1297,-1.34277E-05,6.073E-05,11.8389
12.1907,-4.88281E-06,6.5918E-05,11.8401
12.1025,-2.50244E-05,7.38525E-05,11.8412
11.8921,-1.67847E-05,5.95093E-05,11.8423
11.9871,-3.96729E-06,5.43213E-05,11.8434
11.8785,1.46484E-05,5.37109E-05,11.8445
11.5527,3.50952E-05,5.34058E-05,11.8456
11.8378,4.5166E-05,5.0354E-05,11.8467
12.1297,6.073E-05,6.01196E-05,11.8478
12.0889,4.91333E-05,5.58472E-05,11.8489
12.3265,4.18091E-05,5.21851E-05,11.8499
12.1432,4.08936E-05,5.7373E-05,11.851
12.1025,3.84521E-05,4.94385E-05,11.8521
11.8785,4.82178E-05,5.67627E-05,11.8532
11.8649,5.5542E-05,6.40869E-05,11.8542
11.9464,3.87573E-05,6.89697E-05,11.8553
11.8038,2.59399E-05,5.79834E-05,11.8563
11.6274,1.09863E-05,5.5542E-05,11.8574
12.1907,-1.09863E-05,6.13403E-05,11.8584
12.1704,-3.41797E-05,6.89697E-05,11.8595
12.1636,-4.11987E-05,6.2561E-05,11.8605
12.279,-1.67847E-05,6.71387E-05,11.8616
12.0957,1.12915E-05,6.37817E-05,11.8626
11.926,4.57764E-06,6.68335E-05,11.8636
11.7631,0,5.98145E-05,11.8646
11.7971,2.41089E-05,6.04248E-05,11.8657
11.8581,5.34058E-05,5.76782E-05,11.8667
11.9532,7.75146E-05,6.34766E-05,11.8677
11.9396,8.69751E-05,5.06592E-05,11.8687
12.15,0.000105896,5.92041E-05,11.8697
12.1297,0.000120544,5.21851E-05,11.8707
12.0957,0.000119019,5.09644E-05,11.8717
11.8514,0.000107117,5.5542E-05,11.8727
11.9532,9.30786E-05,5.67627E-05,11.8737
11.8921,8.11768E-05,5.85937E-05,11.8746
11.736,6.22559E-05,6.01196E-05,11.8756
11.7428,4.21143E-05,6.92749E-05,11.8766
12.1025,2.13623E-05,6.04248E-05,11.8776
12.1161,8.54492E-06,6.7749E-05,11.8785
12.0482,-1.19019E-05,7.04956E-05,11.8795
12.1568,-2.99072E-05,7.20215E-05,11.8804
12.1229,-3.05176E-05,5.95093E-05,11.8814
11.7971,-1.98364E-05,5.61523E-05,11.8823
11.7699,6.10352E-07,6.16455E-05,11.8833
11.8446,1.92261E-05,5.95093E-05,11.8842
11.7767,2.86865E-05,5.0354E-05,11.8851
11.6749,3.32642E-05,7.01904E-05,11.8861
12.0143,3.78418E-05,6.31714E-05,11.887
12.1093,3.93677E-05,5.24902E-05,11.8879
12.0753,4.45557E-05,5.52368E-05,11.8888
12.0346,5.06592E-05,5.88989E-05,11.8897
12.1772,3.66211E-05,6.40869E-05,11.8906
11.96,1.34277E-05,6.80542E-05,11.8915
11.6613,2.74658E-06,7.04956E-05,11.8924
11.8649,-8.8501E-06,5.37109E-05,11.8933
11.7903,1.12915E-05,6.2561E-05,11.8942
11.7156,3.23486E-05,5.7373E-05,11.8951
12.1636,4.3335E-05,6.5918E-05,11.896
12.0346,5.06592E-05,6.62231E-05,11.8968
12.0753,5.58472E-05,6.31714E-05,11.8977
12.0143,6.073E-05,6.31714E-05,11.8986
12.0143,5.76782E-05,6.34766E-05,11.8994
11.8989,5.37109E-05,5.95093E-05,11.9003
11.8581,5.21851E-05,6.01196E-05,11.9011
11.4984,3.60107E-05,6.31714E-05,11.902
11.8106,-3.96729E-06,5.18799E-05,11.9028
11.702,-3.35693E-05,5.95093E-05,11.9037
12.055,-2.41089E-05,6.5918E-05,11.9045
12.2383,1.40381E-05,7.1106E-05,11.9053
12.0753,4.45557E-05,7.47681E-05,11.9061
12.1025,7.2937E-05,6.92749E-05,11.9069
11.9871,8.57544E-05,5.58472E-05,11.9078
11.8581,7.96509E-05,5.95093E-05,11.9086
11.8921,6.10352E-05,6.40869E-05,11.9094
11.7971,5.98145E-05,5.40161E-05,11.9102
11.4916,6.16455E-05,5.76782E-05,11.9109
11.702,6.16455E-05,4.8523E-05,11.9117
12.055,6.10352E-05,5.09644E-05,11.9125
12.0075,3.57056E-05,5.61523E-05,11.9133
11.96,-1.06812E-05,6.34766E-05,11.9141
12.0482,-4.66919E-05,5.82886E-05,11.9148
12.0889,-3.69263E-05,6.40869E-05,11.9156
11.7631,-1.80054E-05,6.92749E-05,11.9163
11.831,9.46045E-06,7.14111E-05,11.9171
11.8853,3.78418E-05,7.44629E-05,11.9178
11.7699,5.40161E-05,7.96509E-05,11.9186
11.6409,6.68335E-05,7.65991E-05,11.9193
12.1229,7.99561E-05,6.92749E-05,11.92
12.0753,6.7749E-05,6.34766E-05,11.9207
11.9735,5.46265E-05,6.95801E-05,11.9215
11.926,3.90625E-05,7.08008E-05,11.9222
12.0889,3.9978E-05,6.34766E-05,11.9229
11.8378,4.57764E-05,6.19507E-05,11.9236
11.8174,3.9978E-05,5.40161E-05,11.9243
11.7767,4.79126E-05,6.10352E-05,11.9249
11.8174,3.35693E-05,5.24902E-05,11.9256
11.6138,3.20435E-05,5.85937E-05,11.9263
11.9803,2.2583E-05,5.21851E-05,11.927
12.1093,5.49316E-06,5.27954E-05,11.9276
12.0821,9.15527E-07,5.15747E-05,11.9283
11.8378,-3.05176E-06,6.073E-05,11.9289
12.1161,-7.62939E-06,5.88989E-05,11.9296
11.9192,-2.71606E-05,6.56128E-05,11.9302
11.8378,-3.20435E-05,6.71387E-05,11.9309
11.9803,-2.0752E-05,5.76782E-05,11.9315
11.7495,1.12915E-05,5.37109E-05,11.9321
11.7563,4.8523E-05,4.73022E-05,11.9327
11.9871,7.17163E-05,4.02832E-05,11.9333
11.9735,8.63647E-05,5.00488E-05,11.9339
12.0957,9.61304E-05,4.45557E-05,11.9345
12.0618,0.000111389,5.64575E-05,11.9351
11.7428,0.000101318,6.13403E-05,11.9357
11.8785,8.66699E-05,6.37817E-05,11.9363
11.8514,5.95093E-05,6.74438E-05,11.9369
11.8038,4.69971E-05,6.2561E-05,11.9374
11.9396,4.24194E-05,6.34766E-05,11.938
11.7224,-3.96729E-06,6.43921E-05,11.9385
12.0957,-3.66211E-06,7.17163E-05,11.9391
11.9871,1.0376E-05,7.69043E-05,11.9396
12.055,7.93457E-06,7.62939E-05,11.9402
12.1975,4.88281E-06,7.75146E-05,11.9407
12.1229,1.86157E-05,7.23267E-05,11.9412
11.607,3.35693E-05,6.62231E-05,11.9417
11.9124,5.92041E-05,6.04248E-05,11.9422
11.8378,6.62231E-05,5.95093E-05,11.9427
11.7835,6.95801E-05,5.95093E-05,11.9432
11.7835,5.46265E-05,6.073E-05,11.9437
12.0821,5.7373E-05,5.95093E-05,11.9442
12.0753,5.7373E-05,6.19507E-05,11.9447
11.9532,2.86865E-05,4.3335E-05,11.9451
12.0686,1.77002E-05,4.8523E-05,11.9456
12.1297,0,5.61523E-05,11.9461
11.9328,-2.10571E-05,5.79834E-05,11.9465
11.7428,-3.87573E-05,6.19507E-05,11.947
11.8989,-3.8147E-05,5.37109E-05,11.9474
11.7903,-2.80762E-05,6.46973E-05,11.9478
11.8174,-1.58691E-05,7.17163E-05,11.9482
11.9396,1.37329E-05,6.92749E-05,11.9487
12.1161,2.74658E-05,7.62939E-05,11.9491
12.0957,2.7771E-05,6.56128E-05,11.9495
11.9803,4.21143E-05,6.7749E-05,11.9499
12.0278,5.5542E-05,4.57764E-05,11.9503
11.9124,6.74438E-05,5.09644E-05,11.9506
11.8514,6.95801E-05,4.79126E-05,11.951
11.7428,7.32422E-05,4.48608E-05,11.9514
11.8174,7.08008E-05,4.63867E-05,11.9518
11.8785,6.13403E-05,5.40161E-05,11.9521
11.9532,6.83594E-05,5.64575E-05,11.9525
11.9803,7.96509E-05,6.2561E-05,11.9528
12.1229,8.78906E-05,6.86646E-05,11.9532
12.1093,9.58252E-05,7.14111E-05,11.9535
12.0414,9.70459E-05,7.1106E-05,11.9538
11.9124,8.8501E-05,8.05664E-05,11.9541
11.926,6.5918E-05,7.17163E-05,11.9544
11.8446,3.93677E-05,6.95801E-05,11.9547
11.7292,3.02124E-05,6.71387E-05,11.955
12.0143,6.10352E-07,6.43921E-05,11.9553
12.0957,-2.22778E-05,5.27954E-05,11.9556
11.8446,-4.97437E-05,5.85937E-05,11.9559
12.1161,-9.8877E-05,6.04248E-05,11.9562
12.1432,-9.24683E-05,5.76782E-05,11.9565
11.9803,-6.01196E-05,6.28662E-05,11.9567
12.055,-2.19727E-05,5.7373E-05,11.957
11.8514,2.01416E-05,6.2561E-05,11.9572
11.8581,6.5918E-05,5.70679E-05,11.9575
11.6884,7.65991E-05,5.58472E-05,11.9577
11.9803,8.60596E-05,5.95093E-05,11.9579
12.1907,8.91113E-05,5.88989E-05,11.9582
12.1364,8.48389E-05,6.98853E-05,11.9584
11.8242,9.58252E-05,7.26318E-05,11.9586
12.2383,7.44629E-05,6.31714E-05,11.9588
12.0482,4.18091E-05,5.95093E-05,11.959
11.9124,2.28882E-05,6.98853E-05,11.9592
12.0414,4.88281E-06,6.10352E-05,11.9594
11.8106,-7.93457E-06,6.43921E-05,11.9596
11.7903,-4.57764E-06,6.22559E-05,11.9598
11.9464,-6.10352E-06,6.65283E-05,11.9599
12.055,-1.83105E-06,6.7749E-05,11.9601
12.1636,-1.52588E-06,6.073E-05,11.9603
12.1229,1.19019E-05,5.61523E-05,11.9604
11.9057,3.38745E-05,7.2937E-05,11.9606
11.9939,4.82178E-05,6.62231E-05,11.9607
11.96,4.15039E-05,6.31714E-05,11.9609
11.8853,4.79126E-05,5.85937E-05,11.961
11.8174,5.92041E-05,5.79834E-05,11.9611
11.7699,7.20215E-05,6.71387E-05,11.9613
12.1364,6.68335E-05,6.95801E-05,11.9614
12.0143,4.97437E-05,5.70679E-05,11.9615
12.1364,4.94385E-05,5.52368E-05,11.9616
12.2315,5.18799E-05,5.76782E-05,11.9617
12.1704,3.41797E-05,5.95093E-05,11.9618
11.831,1.95312E-05,5.09644E-05,11.9619
11.9667,2.2583E-05,5.79834E-05,11.962
11.9057,1.64795E-05,5.27954E-05,11.9621
11.8174,4.02832E-05,5.7373E-05,11.9622
11.5798,7.26318E-05,5.67627E-05,11.9623
12.1161,9.52148E-05,5.85937E-05,11.9623
12.1297,0.000124207,5.67627E-05,11.9624
12.0618,0.000106201,5.64575E-05,11.9625
12.1568,8.69751E-05,5.82886E-05,11.9625
12.245,6.073E-05,5.92041E-05,11.9626
11.9871,3.69263E-05,6.28662E-05,11.9626
11.9124,1.15967E-05,6.92749E-05,11.9627
11.9803,-8.8501E-06,6.68335E-05,11.9627
11.8649,-2.68555E-05,5.5542E-05,11.9628
11.6749,-3.69263E-05,5.67627E-05,11.9628
12.0753,-5.40161E-05,6.40869E-05,11.9629
12.15,-6.16455E-05,6.86646E-05,11.9629
12.1229,-4.57764E-05,7.17163E-05,11.9629
