Torque,Biceps,Triceps,Envelope
11.9464,-1.34277E-05,6.22559E-05,11.892
12.0889,-2.62451E-05,7.08008E-05,11.8915
12.021,-3.20435E-05,5.88989E-05,11.891
11.5595,-3.14331E-05,6.01196E-05,11.8904
11.831,-2.47192E-05,7.1106E-05,11.8899
11.7835,-1.12915E-05,6.7749E-05,11.8894
11.736,1.64795E-05,6.5918E-05,11.8889
11.8446,3.26538E-05,6.53076E-05,11.8884
12.0346,4.69971E-05,8.36182E-05,11.8879
12.0821,6.04248E-05,7.65991E-05,11.8874
12.021,5.61523E-05,7.90405E-05,11.8869
12.021,3.9978E-05,6.80542E-05,11.8864
12.0753,4.91333E-05,7.20215E-05,11.8859
11.8649,5.27954E-05,6.01196E-05,11.8854
11.4848,4.88281E-05,5.61523E-05,11.8849
11.8038,1.77002E-05,6.40869E-05,11.8845
11.7088,-8.54492E-06,6.073E-05,11.884
11.6952,-1.19019E-05,5.82886E-05,11.8836
12.1907,2.01416E-05,5.67627E-05,11.8831
11.9871,2.68555E-05,5.98145E-05,11.8826
12.0346,4.8523E-05,6.31714E-05,11.8822
11.96,6.28662E-05,6.22559E-05,11.8818
11.9871,7.44629E-05,6.19507E-05,11.8813
11.8921,8.94165E-05,5.06592E-05,11.8809
11.8378,9.61304E-05,4.88281E-05,11.8805
11.4577,8.39233E-05,5.49316E-05,11.8801
11.7767,7.32422E-05,6.2561E-05,11.8797
11.7224,6.04248E-05,5.7373E-05,11.8793
12.0143,3.35693E-05,5.95093E-05,11.8789
12.1297,-4.57764E-06,6.34766E-05,11.8785
12.0482,-1.98364E-05,5.67627E-05,11.8781
12.0618,-6.86646E-05,4.8523E-05,11.8777
11.8649,-9.24683E-05,6.073E-05,11.8773
11.8106,-8.66699E-05,7.2937E-05,11.8769
11.8717,-3.93677E-05,6.71387E-05,11.8766
11.7631,2.10571E-05,5.95093E-05,11.8762
11.5391,6.80542E-05,6.13403E-05,11.8758
11.831,9.42993E-05,6.53076E-05,11.8755
12.0618,0.000106812,5.43213E-05,11.8751
12.0482,0.000132751,5.49316E-05,11.8748
11.9871,0.00012207,5.82886E-05,11.8745
12.1093,0.000107727,5.00488E-05,11.8741
12.0278,0.000106201,5.06592E-05,11.8738
11.7631,6.92749E-05,5.5542E-05,11.8735
11.8242,2.22778E-05,5.70679E-05,11.8732
11.8785,7.62939E-06,6.28662E-05,11.8729
11.7292,1.7395E-05,7.08008E-05,11.8726
11.7563,2.38037E-05,6.53076E-05,11.8723
12.0957,2.62451E-05,7.65991E-05,11.872
12.0618,2.2583E-05,6.74438E-05,11.8717
12.0075,1.09863E-05,5.88989E-05,11.8714
11.9464,4.88281E-06,6.28662E-05,11.8711
12.0143,-1.77002E-05,5.82886E-05,11.8709
11.8446,-2.44141E-05,5.67627E-05,11.8706
11.7699,-9.76562E-06,5.64575E-05,11.8703
11.7835,-6.10352E-06,5.92041E-05,11.8701
11.831,-1.52588E-06,5.82886E-05,11.8698
11.9192,-1.83105E-06,4.82178E-05,11.8696
12.0414,7.93457E-06,7.01904E-05,11.8693
12.1704,2.89917E-05,7.20215E-05,11.8691
12.1364,4.69971E-05,7.78198E-05,11.8689
11.96,6.31714E-05,6.073E-05,11.8687
11.9532,7.44629E-05,5.70679E-05,11.8684
11.9124,6.46973E-05,6.22559E-05,11.8682
11.8242,6.56128E-05,5.0354E-05,11.868
11.8514,6.31714E-05,6.10352E-05,11.8678
11.7088,5.37109E-05,6.10352E-05,11.8676
11.9939,5.82886E-05,6.7749E-05,11.8674
12.0278,5.21851E-05,6.37817E-05,11.8673
11.9871,4.60815E-05,6.65283E-05,11.8671
12.1432,3.66211E-05,6.65283E-05,11.8669
12.1161,2.0752E-05,6.10352E-05,11.8667
11.7088,1.2207E-06,6.46973E-05,11.8666
11.926,-7.32422E-06,7.1106E-05,11.8664
11.8989,-1.15967E-05,6.83594E-05,11.8663
11.8242,7.32422E-06,7.32422E-05,11.8661
11.9192,3.26538E-05,6.86646E-05,11.866
12.0346,6.5918E-05,5.76782E-05,11.8658
12.1161,7.8125E-05,6.2561E-05,11.8657
12.0278,6.7749E-05,6.2561E-05,11.8656
12.0482,5.52368E-05,4.45557E-05,11.8655
12.1704,4.82178E-05,4.27246E-05,11.8653
11.9396,3.75366E-05,5.27954E-05,11.8652
11.5459,1.70898E-05,6.31714E-05,11.8651
11.8921,6.40869E-06,5.64575E-05,11.865
11.7971,-2.01416E-05,6.83594E-05,11.8649
11.7224,-3.38745E-05,6.37817E-05,11.8649
12.1229,-3.35693E-06,6.073E-05,11.8648
12.0753,2.04468E-05,5.5542E-05,11.8647
12.0957,6.01196E-05,5.7373E-05,11.8646
12.0007,6.74438E-05,6.37817E-05,11.8646
12.0889,5.98145E-05,6.40869E-05,11.8645
11.9803,7.47681E-05,6.50024E-05,11.8644
11.9192,8.42285E-05,6.74438E-05,11.8644
11.6613,7.56836E-05,6.37817E-05,11.8643
11.8785,7.32422E-05,6.56128E-05,11.8643
11.7224,7.47681E-05,6.10352E-05,11.8643
12.0278,5.18799E-05,6.13403E-05,11.8642
11.9464,3.38745E-05,7.04956E-05,11.8642
12.0821,1.34277E-05,6.34766E-05,11.8642
12.0957,3.96729E-06,6.43921E-05,11.8642
11.9735,-2.13623E-06,6.68335E-05,11.8642
11.8853,-3.35693E-06,6.2561E-05,11.8642
11.9192,-7.01904E-06,6.95801E-05,11.8642
11.8581,-3.96729E-06,6.98853E-05,11.8642
11.7088,4.57764E-06,6.56128E-05,11.8642
11.8038,2.19727E-05,6.22559E-05,11.8642
12.1093,3.2959E-05,6.53076E-05,11.8642
12.0414,1.09863E-05,5.67627E-05,11.8643
11.96,1.15967E-05,5.37109E-05,11.8643
12.1364,1.83105E-06,5.64575E-05,11.8643
12.1297,-3.05176E-07,5.27954E-05,11.8644
11.8921,1.67847E-05,5.40161E-05,11.8644
11.8649,3.69263E-05,6.10352E-05,11.8645
11.8853,4.76074E-05,5.34058E-05,11.8645
11.7631,6.71387E-05,5.61523E-05,11.8646
11.6681,7.99561E-05,5.85937E-05,11.8647
12.0957,8.57544E-05,6.43921E-05,11.8647
12.0686,8.11768E-05,5.18799E-05,11.8648
11.8378,6.83594E-05,6.83594E-05,11.8649
12.0821,6.83594E-05,7.26318E-05,11.865
12.1229,5.92041E-05,6.62231E-05,11.8651
11.8853,5.88989E-05,5.58472E-05,11.8652
12.0075,4.79126E-05,5.43213E-05,11.8653
11.8446,3.17383E-05,5.85937E-05,11.8654
11.8581,2.83813E-05,6.50024E-05,11.8655
11.6545,2.04468E-05,6.01196E-05,11.8656
12.0346,6.40869E-06,5.95093E-05,11.8658
12.1704,3.96729E-06,5.58472E-05,11.8659
12.1161,1.52588E-05,6.80542E-05,11.866
11.7903,1.52588E-05,5.79834E-05,11.8662
12.1432,1.86157E-05,6.10352E-05,11.8663
11.9328,1.31226E-05,5.79834E-05,11.8665
11.8514,1.52588E-05,5.46265E-05,11.8666
12.0346,2.10571E-05,6.01196E-05,11.8668
11.7699,1.95312E-05,5.70679E-05,11.8669
11.7563,1.31226E-05,6.31714E-05,11.8671
11.9803,6.71387E-06,6.13403E-05,11.8673
12.0482,5.18799E-06,7.41577E-05,11.8674
12.1704,1.49536E-05,7.14111E-05,11.8676
12.1364,7.01904E-06,6.46973E-05,11.8678
11.8446,-1.2207E-05,6.89697E-05,11.868
11.96,1.2207E-05,7.87353E-05,11.8682
11.9532,2.86865E-05,6.56128E-05,11.8684
11.8581,4.57764E-05,6.86646E-05,11.8686
11.9057,6.04248E-05,7.35474E-05,11.8688
11.7156,7.14111E-05,6.46973E-05,11.869
12.1025,8.39233E-05,5.24902E-05,11.8692
11.96,8.27026E-05,4.76074E-05,11.8694
12.055,6.68335E-05,4.88281E-05,11.8697
12.1772,4.21143E-05,6.10352E-05,11.8699
12.1297,3.23486E-05,6.37817E-05,11.8701
11.7292,2.99072E-05,4.91333E-05,11.8703
11.9192,3.11279E-05,5.15747E-05,11.8706
11.8581,2.86865E-05,5.58472E-05,11.8708
11.7971,3.57056E-05,5.27954E-05,11.8711
11.5866,5.34058E-05,6.83594E-05,11.8713
12.1229,5.52368E-05,6.86646E-05,11.8716
12.1297,4.66919E-05,6.83594E-05,11.8719
12.021,6.16455E-05,6.073E-05,11.8721
12.1364,6.68335E-05,5.98145E-05,11.8724
12.1975,6.43921E-05,6.7749E-05,11.8727
11.96,4.60815E-05,5.92041E-05,11.8729
11.8174,3.84521E-05,5.52368E-05,11.8732
11.9124,2.71606E-05,5.06592E-05,11.8735
11.7903,2.13623E-06,5.0354E-05,11.8738
11.6952,-1.89209E-05,6.19507E-05,11.8741
11.9396,-3.72314E-05,6.62231E-05,11.8744
12.0957,-5.92041E-05,5.61523E-05,11.8747
12.0753,-5.92041E-05,6.073E-05,11.875
12.0686,-7.65991E-05,7.1106E-05,11.8753
12.0889,-7.26318E-05,6.56128E-05,11.8756
11.9532,-2.22778E-05,6.37817E-05,11.8759
11.8989,3.57056E-05,6.5918E-05,11.8762
11.8106,8.72803E-05,6.7749E-05,11.8765
11.8717,0.000122681,6.92749E-05,11.8768
11.7563,0.000150146,5.92041E-05,11.8772
11.926,0.000156555,5.95093E-05,11.8775
12.0753,0.000149231,6.43921E-05,11.8778
12.1297,0.000123291,5.06592E-05,11.8782
12.0889,0.000106201,5.95093E-05,11.8785
12.1364,8.45337E-05,5.95093E-05,11.8788
11.8785,6.28662E-05,4.63867E-05,11.8792
11.8853,4.76074E-05,4.73022E-05,11.8795
11.7903,4.02832E-05,5.79834E-05,11.8799
11.6884,1.77002E-05,5.98145E-05,11.8802
11.831,-4.27246E-06,6.56128E-05,11.8806
12.0686,-3.11279E-05,6.34766E-05,11.881
11.7699,-3.8147E-05,6.31714E-05,11.8813
12.1297,-1.58691E-05,6.43921E-05,11.8817
12.1432,4.57764E-06,6.98853E-05,11.8821
12.055,2.0752E-05,7.38525E-05,11.8824
12.1025,1.77002E-05,7.32422E-05,11.8828
11.8785,8.23975E-06,6.62231E-05,11.8832
11.8717,-3.66211E-06,7.32422E-05,11.8836
11.6817,-8.8501E-06,7.1106E-05,11.8839
11.831,-7.01904E-06,6.01196E-05,11.8843
12.1364,1.34277E-05,6.80542E-05,11.8847
12.0957,-1.09863E-05,5.67627E-05,11.8851
11.7903,-1.37329E-05,6.83594E-05,11.8855
12.1636,-5.18799E-06,5.40161E-05,11.8859
12.0753,7.01904E-06,6.56128E-05,11.8863
11.8717,2.04468E-05,5.76782E-05,11.8867
11.8717,4.39453E-05,4.97437E-05,11.8871
11.8038,7.69043E-05,5.06592E-05,11.8875
11.8174,0.000112,5.82886E-05,11.8879
11.7903,0.000132141,5.58472E-05,11.8883
12.0889,0.000142517,5.27954E-05,11.8887
12.1975,0.000150757,4.63867E-05,11.8891
12.1432,0.000148621,6.40869E-05,11.8895
12.0278,0.000107117,6.5918E-05,11.8899
12.1093,7.2937E-05,6.56128E-05,11.8903
11.9871,5.52368E-05,5.67627E-05,11.8908
11.8717,3.60107E-05,5.67627E-05,11.8912
11.7088,8.23975E-06,6.19507E-05,11.8916
11.7835,-6.71387E-06,5.40161E-05,11.892
11.9192,-1.86157E-05,5.58472E-05,11.8924
12.0075,-2.62451E-05,5.98145E-05,11.8929
12.1093,-3.32642E-05,5.46265E-05,11.8933
12.184,-4.15039E-05,4.82178E-05,11.8937
12.15,-4.79126E-05,6.92749E-05,11.8942
12.021,-5.00488E-05,6.80542E-05,11.8946
11.9939,-7.08008E-05,6.7749E-05,11.895
11.9532,-5.0354E-05,7.14111E-05,11.8954
11.7835,-1.09863E-05,6.65283E-05,11.8959
11.7292,2.62451E-05,7.2937E-05,11.8963
11.9464,4.48608E-05,7.47681E-05,11.8968
12.1364,7.17163E-05,8.11768E-05,11.8972
12.15,8.45337E-05,7.75146E-05,11.8976
12.1568,8.3313E-05,7.2937E-05,11.8981
12.2179,8.63647E-05,5.64575E-05,11.8985
12.0889,8.97217E-05,5.27954E-05,11.899
11.8853,8.11768E-05,5.5542E-05,11.8994
11.96,5.95093E-05,5.31006E-05,11.8999
11.8785,5.24902E-05,5.31006E-05,11.9003
11.6138,4.88281E-05,4.45557E-05,11.9007
11.9532,5.18799E-05,5.12695E-05,11.9012
12.1364,3.05176E-05,6.01196E-05,11.9016
12.1025,2.38037E-05,6.16455E-05,11.9021
12.3197,1.25122E-05,6.43921E-05,11.9025
12.1704,-3.35693E-06,5.52368E-05,11.903
12.0753,-1.61743E-05,6.28662E-05,11.9034
11.926,-4.27246E-06,6.13403E-05,11.9039
11.8649,1.37329E-05,6.073E-05,11.9044
11.9464,2.74658E-05,6.74438E-05,11.9048
11.7971,4.5166E-05,6.7749E-05,11.9053
11.7156,5.58472E-05,6.37817E-05,11.9057
12.15,3.38745E-05,7.20215E-05,11.9062
12.1297,3.05176E-07,5.92041E-05,11.9066
12.1025,-1.95312E-05,6.10352E-05,11.9071
12.3333,-1.64795E-05,5.95093E-05,11.9075
11.9871,6.10352E-06,5.06592E-05,11.908
11.9124,4.30298E-05,5.58472E-05,11.9085
11.7699,6.7749E-05,5.40161E-05,11.9089
11.7563,9.09424E-05,4.54712E-05,11.9094
11.8174,0.000105896,5.85937E-05,11.9098
12.0346,0.00012207,6.43921E-05,11.9103
11.8174,0.000120544,5.67627E-05,11.9108
12.1636,0.000101013,6.13403E-05,11.9112
12.1364,8.75854E-05,6.74438E-05,11.9117
12.1229,5.98145E-05,6.40869E-05,11.9122
11.9192,3.14331E-05,7.23267E-05,11.9126
11.9057,1.34277E-05,6.46973E-05,11.9131
11.8649,6.10352E-07,5.92041E-05,11.9135
11.6477,2.74658E-06,6.073E-05,11.914
11.6681,3.96729E-06,5.37109E-05,11.9145
12.0686,1.43433E-05,5.18799E-05,11.9149
12.0753,1.58691E-05,5.61523E-05,11.9154
11.9735,2.62451E-05,5.31006E-05,11.9159
12.1229,1.58691E-05,6.62231E-05,11.9163
12.1025,-8.23975E-06,7.17163E-05,11.9168
11.8378,-8.23975E-06,6.83594E-05,11.9173
11.7156,2.0752E-05,6.01196E-05,11.9177
11.8514,4.02832E-05,6.22559E-05,11.9182
11.8174,2.92969E-05,5.88989E-05,11.9187
11.6274,3.78418E-05,7.04956E-05,11.9191
12.0346,3.2959E-05,6.62231E-05,11.9196
12.1364,3.57056E-05,6.92749E-05,11.92
12.0957,5.64575E-05,7.84302E-05,11.9205
12.0482,6.04248E-05,6.65283E-05,11.921
12.1704,6.80542E-05,6.74438E-05,11.9214
11.926,7.47681E-05,5.64575E-05,11.9219
11.7088,5.95093E-05,5.00488E-05,11.9224
11.7428,4.60815E-05,5.37109E-05,11.9228
11.7699,3.57056E-05,4.69971E-05,11.9233
11.7088,2.65503E-05,4.66919E-05,11.9237
12.1093,1.37329E-05,6.04248E-05,11.9242
12.0278,-4.57764E-06,5.27954E-05,11.9247
12.0821,-3.75366E-05,6.28662E-05,11.9251
12.0482,-7.96509E-05,6.19507E-05,11.9256
12.0346,-9.24683E-05,6.86646E-05,11.926
11.9464,-5.76782E-05,6.40869E-05,11.9265
11.9057,-1.49536E-05,6.86646E-05,11.927
11.5391,1.98364E-05,7.23267E-05,11.9274
11.8446,5.40161E-05,7.32422E-05,11.9279
11.7156,6.7749E-05,7.90405E-05,11.9283
12.055,8.27026E-05,6.86646E-05,11.9288
12.2722,9.42993E-05,6.56128E-05,11.9292
12.0686,0.00010498,6.50024E-05,11.9297
12.0957,0.000115051,5.52368E-05,11.9301
11.9939,0.000134888,5.15747E-05,11.9306
11.8581,0.000108643,5.7373E-05,11.931
11.9124,7.96509E-05,5.61523E-05,11.9315
11.831,6.46973E-05,5.09644E-05,11.9319
11.4848,6.04248E-05,5.46265E-05,11.9323
11.7495,5.06592E-05,5.64575E-05,11.9328
12.1025,2.28882E-05,4.97437E-05,11.9332
12.0753,9.76562E-06,5.95093E-05,11.9337
12.1364,-3.05176E-07,7.01904E-05,11.9341
12.1229,-2.13623E-06,6.50024E-05,11.9345
12.1432,-8.54492E-06,6.86646E-05,11.935
11.8106,-1.52588E-05,7.50732E-05,11.9354
11.8717,-3.44849E-05,7.87353E-05,11.9358
11.9328,-5.40161E-05,7.50732E-05,11.9362
11.7903,-7.14111E-05,7.04956E-05,11.9367
11.6341,-9.52148E-05,6.34766E-05,11.9371
12.1229,-9.49097E-05,5.7373E-05,11.9375
12.1025,-4.82178E-05,5.34058E-05,11.9379
12.0482,3.35693E-06,4.48608E-05,11.9383
11.96,5.43213E-05,5.27954E-05,11.9387
12.1161,8.88062E-05,6.19507E-05,11.9392
11.8921,0.000108643,4.76074E-05,11.9396
11.8106,0.000149231,3.87573E-05,11.94
11.8242,0.000163269,3.87573E-05,11.9404
11.8785,0.000166016,5.18799E-05,11.9408
11.736,0.000161743,6.31714E-05,11.9412
12.055,0.00013916,5.64575E-05,11.9416
12.1907,0.000114441,7.1106E-05,11.942
12.1432,9.21631E-05,6.53076E-05,11.9424
11.9939,8.11768E-05,6.13403E-05,11.9428
12.0618,6.56128E-05,6.86646E-05,11.9431
11.9532,3.20435E-05,5.52368E-05,11.9435
11.8649,1.83105E-06,5.46265E-05,11.9439
11.8921,-7.32422E-06,6.56128E-05,11.9443
11.7835,-1.64795E-05,5.37109E-05,11.9447
11.8106,-2.01416E-05,5.76782E-05,11.945
12.0686,-1.34277E-05,7.20215E-05,11.9454
12.021,-1.0376E-05,6.95801E-05,11.9458
12.184,-1.0376E-05,5.82886E-05,11.9461
12.1568,-1.2207E-05,6.16455E-05,11.9465
11.8717,-1.40381E-05,7.35474E-05,11.9469
11.9871,-2.96021E-05,6.7749E-05,11.9472
11.9464,-3.23486E-05,6.5918E-05,11.9476
11.8785,-3.75366E-05,6.92749E-05,11.9479
12.021,-3.2959E-05,6.40869E-05,11.9483
11.7699,-1.95312E-05,6.56128E-05,11.9486
12.15,2.01416E-05,6.10352E-05,11.949
12.0346,5.37109E-05,6.71387E-05,11.9493
12.0753,8.8501E-05,5.31006E-05,11.9496
12.1772,9.67407E-05,5.70679E-05,11.95
12.1093,8.39233E-05,5.46265E-05,11.9503
11.5934,9.15527E-05,3.96729E-05,11.9506
11.9192,8.39233E-05,5.49316E-05,11.951
11.8378,6.28662E-05,6.2561E-05,11.9513
11.7835,4.27246E-05,6.71387E-05,11.9516
11.736,2.83813E-05,6.68335E-05,11.9519
12.0889,3.87573E-05,6.5918E-05,11.9522
12.1025,3.84521E-05,5.98145E-05,11.9525
11.9871,4.66919E-05,5.95093E-05,11.9528
12.0889,3.44849E-05,6.43921E-05,11.9531
12.1432,3.20435E-05,6.28662E-05,11.9534
11.9328,1.95312E-05,6.40869E-05,11.9537
11.7495,2.13623E-05,6.7749E-05,11.954
11.8989,2.01416E-05,7.2937E-05,11.9543
11.7699,3.75366E-05,5.67627E-05,11.9546
11.7495,5.31006E-05,5.34058E-05,11.9549
11.8989,6.04248E-05,5.7373E-05,11.9552
12.0753,5.46265E-05,5.27954E-05,11.9555
12.0753,5.31006E-05,5.98145E-05,11.9557
11.9939,5.31006E-05,5.27954E-05,11.956
12.055,3.90625E-05,5.52368E-05,11.9563
11.9192,2.28882E-05,6.28662E-05,11.9565
11.8853,2.19727E-05,5.92041E-05,11.9568
11.7767,1.06812E-05,5.67627E-05,11.9571
11.8581,1.2207E-05,5.98145E-05,11.9573
11.8378,2.44141E-06,5.76782E-05,11.9576
11.9803,8.23975E-06,6.83594E-05,11.9578
12.0007,2.62451E-05,7.56836E-05,11.9581
12.1432,2.80762E-05,6.86646E-05,11.9583
12.1229,2.19727E-05,7.44629E-05,11.9586
12.0821,-6.10352E-06,7.41577E-05,11.9588
11.8853,-2.59399E-05,6.53076E-05,11.959
11.8989,-1.83105E-05,5.79834E-05,11.9593
11.7903,-2.13623E-06,5.46265E-05,11.9595
11.6817,9.76562E-06,4.76074E-05,11.9597
11.9057,1.58691E-05,5.0354E-05,11.9599
12.0618,2.59399E-05,5.7373E-05,11.9602
11.7971,3.05176E-05,6.53076E-05,11.9604
12.1093,3.41797E-05,7.23267E-05,11.9606
12.1432,5.58472E-05,6.89697E-05,11.9608
12.0075,8.5144E-05,6.22559E-05,11.961
12.0821,0.00010376,6.56128E-05,11.9612
11.8921,8.27026E-05,5.61523E-05,11.9614
11.8717,4.88281E-05,5.52368E-05,11.9616
11.7088,3.96729E-05,5.85937E-05,11.9618
11.831,2.65503E-05,6.22559E-05,11.962
12.1636,2.80762E-05,6.10352E-05,11.9622
12.1093,4.8523E-05,6.71387E-05,11.9623
11.7699,6.7749E-05,6.01196E-05,11.9625
12.1704,7.2937E-05,5.43213E-05,11.9627
12.0753,8.30078E-05,5.7373E-05,11.9629
11.8785,8.05664E-05,6.74438E-05,11.963
11.9871,8.60596E-05,6.89697E-05,11.9632
11.8174,8.17871E-05,6.01196E-05,11.9634
11.7971,5.7373E-05,6.40869E-05,11.9635
11.7835,2.71606E-05,7.17163E-05,11.9637
12.0753,3.66211E-06,6.31714E-05,11.9638
12.1975,-3.66211E-06,6.46973E-05,11.964
12.1432,-1.83105E-05,6.80542E-05,11.9641
11.9803,-2.92969E-05,5.88989E-05,11.9643
12.0686,-2.31934E-05,5.95093E-05,11.9644
11.9667,-1.70898E-05,6.56128E-05,11.9645
11.8717,-5.18799E-06,5.79834E-05,11.9647
11.7156,3.96729E-06,5.82886E-05,11.9648
11.7631,-2.86865E-05,6.073E-05,11.9649
12.0075,-4.05884E-05,5.12695E-05,11.9651
11.9532,-2.56348E-05,5.64575E-05,11.9652
12.0618,-1.0376E-05,5.52368E-05,11.9653
12.1568,-1.00708E-05,5.58472E-05,11.9654
12.1161,1.80054E-05,5.67627E-05,11.9655
11.8785,4.39453E-05,5.82886E-05,11.9656
11.9192,6.50024E-05,5.76782E-05,11.9657
11.8649,7.87353E-05,6.01196E-05,11.9659
11.7156,0.000101624,5.5542E-05,11.966
11.6274,0.000108948,6.53076E-05,11.966
12.055,0.000107727,7.59888E-05,11.9661
12.0686,0.000108643,6.80542E-05,11.9662
12.0889,0.000105591,7.17163E-05,11.9663
12.0957,9.73511E-05,6.65283E-05,11.9664
12.184,9.76563E-05,5.12695E-05,11.9665
11.9396,8.69751E-05,6.31714E-05,11.9666
11.8038,6.68335E-05,5.64575E-05,11.9666
11.8921,3.23486E-05,4.97437E-05,11.9667
11.7699,2.71606E-05,5.5542E-05,11.9668
11.4916,1.06812E-05,5.85937E-05,11.9669
12.055,1.2207E-06,6.22559E-05,11.9669
12.0753,4.57764E-06,6.19507E-05,11.967
12.0346,-6.10352E-06,6.53076E-05,11.9671
12.245,3.35693E-06,5.52368E-05,11.9671
12.0889,9.76562E-06,5.49316E-05,11.9672
11.926,1.15967E-05,5.79834E-05,11.9672
11.8446,-1.19019E-05,7.26318E-05,11.9673
11.7971,-4.54712E-05,7.1106E-05,11.9673
11.8717,-6.83594E-05,6.34766E-05,11.9674
11.6952,-7.26318E-05,7.17163E-05,11.9674
11.7428,-2.92969E-05,6.43921E-05,11.9674
12.1229,1.89209E-05,7.78198E-05,11.9675
12.1025,5.09644E-05,7.01904E-05,11.9675
12.0618,8.88062E-05,6.56128E-05,11.9675
12.2654,0.000111389,6.31714E-05,11.9676
11.8853,0.000132141,6.19507E-05,11.9676
11.8514,0.000134888,6.19507E-05,11.9676
11.7292,0.000135498,6.53076E-05,11.9676
11.702,0.000138855,5.46265E-05,11.9676
11.7495,0.000119324,5.95093E-05,11.9677
12.021,6.19507E-05,6.19507E-05,11.9677
11.7971,1.98364E-05,5.67627E-05,11.9677
12.1229,9.46045E-06,5.31006E-05,11.9677
12.1297,6.71387E-06,5.40161E-05,11.9677
12.1229,2.13623E-06,5.76782E-05,11.9677
11.8853,-9.46045E-06,5.98145E-05,11.9677
11.9124,-1.46484E-05,5.88989E-05,11.9677
11.8853,-1.46484E-05,6.2561E-05,11.9677
11.6884,-1.25122E-05,6.62231E-05,11.9677
11.7156,-4.48608E-05,5.64575E-05,11.9677
12.1432,-5.67627E-05,6.31714E-05,11.9677
12.1025,-4.63867E-05,6.31714E-05,11.9677
12.0075,-6.80542E-05,5.12695E-05,11.9676
12.184,-4.88281E-05,7.14111E-05,11.9676
12.1704,-3.35693E-05,6.46973E-05,11.9676
11.8581,-6.40869E-06,6.5918E-05,11.9676
11.7224,2.53296E-05,6.2561E-05,11.9676
11.8717,5.7373E-05,6.92749E-05,11.9675
11.8446,8.69751E-05,6.28662E-05,11.9675
11.6477,0.000100403,7.1106E-05,11.9675
12.1093,0.000101624,5.95093E-05,11.9674
12.1907,9.76563E-05,7.01904E-05,11.9674
12.1364,0.000102844,6.56128E-05,11.9674
12.1025,0.000111084,5.40161E-05,11.9673
12.2247,0.000119324,5.52368E-05,11.9673
11.9803,0.000115662,5.88989E-05,11.9672
11.736,9.30786E-05,6.40869E-05,11.9672
11.8174,6.74438E-05,5.79834E-05,11.9671
11.8038,3.72314E-05,5.00488E-05,11.9671
11.7428,1.49536E-05,5.40161E-05,11.967
12.1432,6.10352E-07,4.15039E-05,11.967
12.0821,3.96729E-06,5.0354E-05,11.9669
12.1432,9.15527E-06,5.00488E-05,11.9669
12.1025,2.41089E-05,4.57764E-05,11.9668
12.0821,2.99072E-05,5.27954E-05,11.9667
12.0007,3.8147E-05,6.13403E-05,11.9667
11.9532,4.36401E-05,5.95093E-05,11.9666
11.6206,4.15039E-05,6.28662E-05,11.9666
11.8785,3.14331E-05,6.53076E-05,11.9665
11.7699,1.86157E-05,7.8125E-05,11.9664
12.1161,-1.09863E-05,7.14111E-05,11.9663
12.3333,-1.98364E-05,7.69043E-05,11.9663
12.1364,-1.0376E-05,7.87353E-05,11.9662
12.1704,6.40869E-06,6.13403E-05,11.9661
12.0618,3.05176E-06,5.67627E-05,11.966
11.8581,7.01904E-06,6.04248E-05,11.966
11.9464,7.01904E-06,6.04248E-05,11.9659
11.8514,-1.52588E-05,6.65283E-05,11.9658
11.4848,-4.88281E-06,6.31714E-05,11.9657
11.7699,3.54004E-05,6.68335E-05,11.9656
12.0957,6.56128E-05,6.40869E-05,11.9655
12.0753,8.72803E-05,6.2561E-05,11.9655
12.2654,0.000106812,6.74438E-05,11.9654
12.1297,0.000113525,7.04956E-05,11.9653
12.1229,0.000108337,6.2561E-05,11.9652
11.8106,0.00012207,6.89697E-05,11.9651
11.8581,0.000103455,5.76782E-05,11.965
11.926,8.88062E-05,5.27954E-05,11.9649
11.7971,6.5918E-05,6.13403E-05,11.9648
11.5527,3.2959E-05,5.95093E-05,11.9647
12.1229,1.70898E-05,5.82886E-05,11.9646
12.0957,6.10352E-07,5.43213E-05,11.9645
12.0686,-1.46484E-05,5.12695E-05,11.9644
12.0482,-2.19727E-05,5.37109E-05,11.9643
12.1093,-2.96021E-05,5.0354E-05,11.9642
11.8853,-3.69263E-05,6.04248E-05,11.9641
11.7428,-4.05884E-05,5.61523E-05,11.964
11.7971,-4.36401E-05,6.073E-05,11.9639
11.8514,-4.30298E-05,6.65283E-05,11.9638
11.7224,-2.74658E-05,6.86646E-05,11.9637
12.0075,-5.79834E-06,6.53076E-05,11.9636
12.1704,2.50244E-05,5.7373E-05,11.9635
12.1364,6.71387E-05,6.16455E-05,11.9634
12.0618,8.45337E-05,7.65991E-05,11.9633
11.9464,6.95801E-05,7.04956E-05,11.9632
11.9328,6.56128E-05,6.2561E-05,11.9631
11.8514,6.04248E-05,6.37817E-05,11.963
11.7563,6.13403E-05,5.85937E-05,11.9629
11.7292,5.98145E-05,5.24902E-05,11.9628
11.7699,4.42505E-05,5.34058E-05,11.9627
12.055,3.35693E-05,5.95093E-05,11.9625
12.0075,3.17383E-05,6.2561E-05,11.9624
12.1229,3.41797E-05,6.5918E-05,11.9623
12.0889,4.39453E-05,6.28662E-05,11.9622
11.9057,6.34766E-05,6.74438E-05,11.9621
